0.000000e+00, 6.966881e-10
1.000000e+00, 6.966881e-10
2.000000e+00, 6.966881e-10
3.000000e+00, 6.966881e-10
4.000000e+00, 6.966881e-10
5.000000e+00, 6.966881e-10
6.000000e+00, 6.966881e-10
7.000000e+00, 6.966881e-10
8.000000e+00, 6.966881e-10
9.000000e+00, 6.966881e-10
1.000000e+01, 6.966881e-10
1.100000e+01, 6.966881e-10
1.200000e+01, 6.966881e-10
1.300000e+01, 6.966881e-10
1.400000e+01, 6.966881e-10
1.500000e+01, 6.966881e-10
1.600000e+01, 6.966881e-10
1.700000e+01, 6.966881e-10
1.800000e+01, 6.966881e-10
1.900000e+01, 6.966881e-10
2.000000e+01, 6.966881e-10
2.100000e+01, 6.966881e-10
2.200000e+01, 6.966881e-10
2.300000e+01, 6.966881e-10
2.400000e+01, 6.966881e-10
2.500000e+01, 6.966881e-10
2.600000e+01, 6.966881e-10
2.700000e+01, 6.966881e-10
2.800000e+01, 6.966881e-10
2.900000e+01, 6.966881e-10
3.000000e+01, 6.966881e-10
3.100000e+01, 6.966881e-10
3.200000e+01, 6.966881e-10
3.300000e+01, 6.966881e-10
3.400000e+01, 6.708848e-10
3.500000e+01, 6.445365e-10
3.600000e+01, 6.229585e-10
3.700000e+01, 6.034470e-10
3.800000e+01, 5.860437e-10
3.900000e+01, 5.723777e-10
4.000000e+01, 5.599380e-10
4.100000e+01, 5.476133e-10
4.200000e+01, 5.353652e-10
4.300000e+01, 5.247137e-10
4.400000e+01, 5.141260e-10
4.500000e+01, 5.051035e-10
4.600000e+01, 4.946407e-10
4.700000e+01, 4.857287e-10
4.800000e+01, 4.768702e-10
4.900000e+01, 4.680668e-10
5.000000e+01, 4.607736e-10
5.100000e+01, 4.520749e-10
5.200000e+01, 4.448711e-10
5.300000e+01, 4.377095e-10
5.400000e+01, 4.305907e-10
5.500000e+01, 4.249273e-10
5.600000e+01, 4.178880e-10
5.700000e+01, 4.122893e-10
5.800000e+01, 4.067200e-10
5.900000e+01, 4.011808e-10
6.000000e+01, 3.956719e-10
6.100000e+01, 3.901939e-10
6.200000e+01, 3.861059e-10
6.300000e+01, 3.820357e-10
6.400000e+01, 3.766369e-10
6.500000e+01, 3.726089e-10
6.600000e+01, 3.685995e-10
6.700000e+01, 3.659368e-10
6.800000e+01, 3.619585e-10
6.900000e+01, 3.579991e-10
7.000000e+01, 3.553702e-10
7.100000e+01, 3.527498e-10
7.200000e+01, 3.501380e-10
7.300000e+01, 3.475349e-10
7.400000e+01, 3.449405e-10
7.500000e+01, 3.423549e-10
7.600000e+01, 3.397781e-10
7.700000e+01, 3.384931e-10
7.800000e+01, 3.359297e-10
7.900000e+01, 3.346513e-10
8.000000e+01, 3.333753e-10
8.100000e+01, 3.321014e-10
8.200000e+01, 3.308299e-10
8.300000e+01, 3.295606e-10
8.400000e+01, 3.282936e-10
8.500000e+01, 3.282936e-10
8.600000e+01, 3.270289e-10
8.700000e+01, 3.270289e-10
8.800000e+01, 3.270289e-10
8.900000e+01, 3.257665e-10
9.000000e+01, 3.257665e-10
